134	147	PRECONDITION
71	134	FALLING_ACTION
46_47_48_49_50_51	52	PRECONDITION
82	134	FALLING_ACTION
100	106_107_108_109_110_111	FALLING_ACTION
46_47_48_49_50_51	115	PRECONDITION
123	126	FALLING_ACTION
106_107_108_109_110_111	147	PRECONDITION
46_47_48_49_50_51	147	PRECONDITION
82	106_107_108_109_110_111	FALLING_ACTION
568	571	PRECONDITION
46_47_48_49_50_51	78	PRECONDITION
100	134	FALLING_ACTION
598_599_600_601_602_603	617_618	PRECONDITION
96_97	100	FALLING_ACTION
52	70	FALLING_ACTION
126	129	PRECONDITION
106_107_108_109_110_111	118	PRECONDITION
106_107_108_109_110_111	150	PRECONDITION
70	100	PRECONDITION
46_47_48_49_50_51	118	PRECONDITION
78	82	FALLING_ACTION
52	106_107_108_109_110_111	FALLING_ACTION
70	71	PRECONDITION
46_47_48_49_50_51	150	PRECONDITION
60_61	126	FALLING_ACTION
46_47_48_49_50_51	82	PRECONDITION
58	126	FALLING_ACTION
106_107_108_109_110_111	115	PRECONDITION
78	106_107_108_109_110_111	FALLING_ACTION
70	78	PRECONDITION
70	147	PRECONDITION
571	573	PRECONDITION
52	134	FALLING_ACTION
118	134	FALLING_ACTION
78	134	FALLING_ACTION
161	165	FALLING_ACTION
70	82	PRECONDITION
134	150	PRECONDITION
115	134	FALLING_ACTION
115	126	FALLING_ACTION
46_47_48_49_50_51	71	PRECONDITION
71	106_107_108_109_110_111	FALLING_ACTION
46_47_48_49_50_51	100	PRECONDITION
70	115	PRECONDITION
70	150	PRECONDITION
70	118	PRECONDITION
78	100	FALLING_ACTION
