98	600	FALLING_ACTION
460	530	FALLING_ACTION
103	525	PRECONDITION
511	525	PRECONDITION
600	654	PRECONDITION
511	548	PRECONDITION
98	103	FALLING_ACTION
75	657_658	null
75	654	PRECONDITION
548	654	PRECONDITION
600	657_658	FALLING_ACTION
511	654	PRECONDITION
600	607_608	null
78	103	PRECONDITION
525	548	FALLING_ACTION
67	75	PRECONDITION
600	601	FALLING_ACTION
103	607_608	FALLING_ACTION
657_658	666	PRECONDITION
75	98	PRECONDITION
75	601	FALLING_ACTION
75	78	FALLING_ACTION
75	607_608	FALLING_ACTION
460	654	PRECONDITION
530	548	PRECONDITION
103	657_658	FALLING_ACTION
525	600	FALLING_ACTION
67	600	PRECONDITION
460	511	FALLING_ACTION
103	601	FALLING_ACTION
103	654	PRECONDITION
607_608	666	PRECONDITION
78	600	PRECONDITION
75	525	PRECONDITION
460	525	PRECONDITION
67	103	PRECONDITION
